image,class_id,confidence,best_iou,nonconformity
000000000257.jpg,0,0.7007472515106201,0.858299,0.299253
000000000257.jpg,0,0.6231975555419922,0.962134,0.376802
000000000257.jpg,0,0.6176797151565552,0.689692,0.38232
000000000257.jpg,0,0.6104761362075806,0.938948,0.389524
000000000257.jpg,0,0.6004594564437866,0.754675,0.399541
000000000257.jpg,0,0.5717748403549194,0.830388,0.428225
000000000257.jpg,0,0.5478591918945312,0.808254,0.452141
000000000257.jpg,24,0.5233316421508789,0.815807,0.476668
000000000257.jpg,7,0.4536513388156891,0.634798,0.546349
000000000257.jpg,0,0.36845847964286804,0.827551,0.631542
000000000257.jpg,7,0.3667815029621124,0.970016,0.633218
000000000257.jpg,0,0.3651016354560852,0.586285,0.634898
000000000257.jpg,0,0.3386315703392029,0.628132,0.661368
000000000257.jpg,0,0.2900559902191162,0.762757,0.709944
000000000257.jpg,0,0.28521889448165894,0.822765,0.714781
000000000368.jpg,0,0.6897350549697876,0.860296,0.310265
000000000368.jpg,0,0.6836597919464111,0.756357,0.31634
000000000368.jpg,32,0.6286815404891968,0.877538,0.371318
000000000368.jpg,0,0.5850528478622437,0.70501,0.414947
000000000368.jpg,0,0.44020742177963257,0.898952,0.559793
000000000368.jpg,0,0.4345974326133728,0.946589,0.565403
000000000368.jpg,0,0.43148791790008545,0.815926,0.568512
000000000368.jpg,0,0.4050600826740265,0.679173,0.59494
000000000612.jpg,77,0.6921969652175903,0.942937,0.307803
000000000612.jpg,77,0.6155034303665161,0.548306,0.384497
000000000612.jpg,59,0.5648741722106934,0.941724,0.435126
000000000612.jpg,77,0.5417135953903198,0.84378,0.458286
000000000612.jpg,77,0.5084452033042908,0.786643,0.491555
000000000612.jpg,77,0.35378196835517883,0.911521,0.646218
000000000149.jpg,33,0.6464658975601196,0.586954,0.353534
000000000149.jpg,33,0.542461633682251,0.816215,0.457538
000000000149.jpg,33,0.47534629702568054,0.938726,0.524654
000000000149.jpg,0,0.3768492639064789,0.626246,0.623151
000000000149.jpg,0,0.29554271697998047,0.517613,0.704457
000000000149.jpg,33,0.27520981431007385,0.561151,0.72479
000000000384.jpg,57,0.5692732930183411,0.886682,0.430727
000000000384.jpg,74,0.5293437242507935,0.897752,0.470656
000000000384.jpg,73,0.2550017237663269,0.881633,0.744998
000000000531.jpg,0,0.85777348279953,0.936807,0.142227
000000000531.jpg,0,0.8236212730407715,0.886113,0.176379
000000000531.jpg,0,0.6650428771972656,0.788995,0.334957
000000000531.jpg,0,0.5839982032775879,0.838748,0.416002
000000000531.jpg,0,0.5454115867614746,0.844012,0.454588
000000000531.jpg,0,0.5130138397216797,0.752149,0.486986
000000000531.jpg,0,0.4945889413356781,0.775219,0.505411
000000000531.jpg,38,0.26539695262908936,0.752325,0.734603
000000000071.jpg,6,0.6894497871398926,0.941883,0.31055
000000000071.jpg,2,0.6605546474456787,0.863132,0.339445
000000000071.jpg,2,0.4330671429634094,0.905315,0.566933
000000000164.jpg,56,0.8974609375,0.955691,0.102539
000000000164.jpg,39,0.343505859375,0.811385,0.656494
000000000164.jpg,39,0.29736328125,0.717181,0.702637
000000000382.jpg,0,0.85107421875,0.827327,0.148926
000000000382.jpg,30,0.346923828125,0.736463,0.653076
000000000136.jpg,23,0.955078125,0.925414,0.044922
000000000136.jpg,23,0.94287109375,0.931962,0.057129
000000000136.jpg,0,0.802734375,0.910548,0.197266
000000000136.jpg,0,0.587890625,0.543075,0.412109
000000000599.jpg,65,0.96240234375,0.916964,0.037598
000000000599.jpg,15,0.9208984375,0.939113,0.079102
000000000599.jpg,57,0.77685546875,0.938027,0.223145
000000000599.jpg,65,0.63134765625,0.937847,0.368652
000000000599.jpg,58,0.51708984375,0.812755,0.48291
000000000143.jpg,14,0.91259765625,0.943675,0.087402
000000000143.jpg,14,0.7890625,0.570572,0.210938
000000000143.jpg,14,0.65576171875,0.885557,0.344238
000000000143.jpg,14,0.5859375,0.515343,0.414062
000000000143.jpg,14,0.377685546875,0.713008,0.622314
000000000446.jpg,0,0.89111328125,0.974279,0.108887
000000000446.jpg,58,0.64892578125,0.891058,0.351074
000000000446.jpg,58,0.40087890625,0.578563,0.599121
000000000491.jpg,77,0.8701171875,0.820956,0.129883
000000000042.jpg,16,0.43310546875,0.841838,0.566895
000000000629.jpg,3,0.9453125,0.901654,0.054688
000000000192.jpg,0,0.916015625,0.947827,0.083984
000000000192.jpg,0,0.88720703125,0.964514,0.112793
000000000192.jpg,0,0.88134765625,0.957375,0.118652
000000000192.jpg,0,0.869140625,0.967819,0.130859
000000000192.jpg,34,0.35595703125,0.727487,0.644043
000000000086.jpg,0,0.81201171875,0.838926,0.187988
000000000086.jpg,3,0.548828125,0.742904,0.451172
000000000395.jpg,0,0.916015625,0.950753,0.083984
000000000395.jpg,0,0.89111328125,0.952114,0.108887
