model,confidence,correct
FP16,0.9008823037147522,1
FP16,0.8166161179542542,1
FP16,0.5485048294067383,1
FP16,0.4329053461551666,0
FP16,0.36540114879608154,1
FP16,0.27282869815826416,1
FP16,0.8991639614105225,1
FP16,0.33384013175964355,1
FP16,0.8916144371032715,1
FP16,0.927734375,1
FP16,0.89208984375,1
FP16,0.71923828125,1
FP16,0.45068359375,0
FP16,0.371337890625,0
FP16,0.281982421875,1
FP16,0.8427734375,1
FP16,0.75830078125,1
FP16,0.57421875,1
FP16,0.556640625,1
FP16,0.50390625,1
FP16,0.44287109375,1
FP16,0.35595703125,0
FP16,0.3359375,0
FP16,0.27587890625,0
FP16,0.268798828125,1
FP16,0.5625,1
FP16,0.417724609375,0
FP16,0.814453125,1
FP16,0.80078125,1
FP16,0.3642578125,1
FP16,0.69482421875,1
FP16,0.669921875,1
FP16,0.5869140625,1
FP16,0.481201171875,1
FP16,0.705078125,1
FP16,0.6484375,1
FP16,0.5634765625,1
FP16,0.85888671875,1
FP16,0.89599609375,1
FP16,0.8525390625,1
FP16,0.498046875,0
FP16,0.37109375,1
FP16,0.302001953125,1
FP16,0.29833984375,1
FP16,0.28515625,1
FP16,0.88330078125,1
FP16,0.8525390625,1
FP16,0.80712890625,1
FP16,0.533203125,1
FP16,0.490478515625,1
FP16,0.360107421875,0
FP16,0.265380859375,1
FP16,0.85888671875,0
FP16,0.513671875,1
FP16,0.49658203125,0
FP16,0.89208984375,1
FP16,0.8076171875,1
FP16,0.669921875,0
FP16,0.45263671875,1
FP16,0.94140625,1
FP16,0.86474609375,1
FP16,0.83984375,1
FP16,0.78173828125,1
FP16,0.75537109375,1
FP16,0.677734375,1
FP16,0.398681640625,1
FP16,0.39599609375,0
FP16,0.39013671875,1
FP16,0.275390625,1
FP16,0.92431640625,1
FP16,0.89208984375,1
FP16,0.273681640625,0
FP16,0.89501953125,1
FP16,0.34423828125,1
FP16,0.70361328125,1
FP16,0.64013671875,1
FP16,0.345458984375,1
FP16,0.32177734375,1
